Date,Open,Close,High,Low,Volume
2023-07-28,0.444,0.461,0.463,0.444,72973965
2023-07-31,0.473,0.472,0.481,0.47,74101761
2023-08-01,0.476,0.469,0.483,0.467,69074018
2023-08-02,0.467,0.456,0.471,0.455,62245485
2023-08-03,0.454,0.461,0.463,0.453,55163424
2023-08-04,0.468,0.465,0.472,0.461,59726261
2023-08-07,0.462,0.463,0.467,0.458,39590122
2023-08-08,0.457,0.453,0.459,0.452,44470972
2023-08-09,0.449,0.454,0.457,0.449,41767742
2023-08-10,0.453,0.455,0.456,0.449,44873340
2023-08-11,0.458,0.448,0.459,0.448,47083723
2023-08-14,0.439,0.441,0.443,0.437,52835097
2023-08-15,0.442,0.443,0.446,0.439,50107076
2023-08-16,0.438,0.435,0.44,0.434,48931621
2023-08-17,0.428,0.441,0.441,0.425,86365456
2023-08-18,0.436,0.426,0.438,0.425,59634245
2023-08-21,0.421,0.417,0.426,0.415,49951877
2023-08-22,0.42,0.423,0.426,0.413,77344686
2023-08-23,0.423,0.424,0.43,0.418,56877082
2023-08-24,0.428,0.439,0.441,0.428,71768773
2023-08-25,0.434,0.428,0.434,0.427,57348848
2023-08-28,0.446,0.434,0.447,0.433,71020708
2023-08-29,0.437,0.442,0.444,0.435,56576060
2023-08-30,0.447,0.437,0.448,0.436,49481592
2023-08-31,0.439,0.433,0.441,0.432,45264595
2023-09-01,0.435,0.436,0.437,0.433,15098874
2023-09-04,0.441,0.443,0.445,0.437,51772372
2023-09-05,0.441,0.439,0.442,0.437,34463401
2023-09-06,0.436,0.435,0.437,0.432,47959650
2023-09-07,0.435,0.429,0.436,0.427,35573028
2023-09-08,0.422,0.422,0.424,0.421,22723245
2023-09-11,0.42,0.425,0.428,0.418,65889857
2023-09-12,0.423,0.424,0.426,0.421,35550386
2023-09-13,0.424,0.419,0.425,0.417,36575751
2023-09-14,0.42,0.419,0.421,0.416,35281563
2023-09-15,0.42,0.421,0.424,0.416,49794064
2023-09-18,0.416,0.415,0.419,0.414,40550927
2023-09-19,0.414,0.411,0.415,0.409,38314418
2023-09-20,0.41,0.406,0.411,0.404,39676717
2023-09-21,0.402,0.397,0.403,0.396,51398139
2023-09-22,0.395,0.41,0.411,0.395,72691939
2023-09-25,0.409,0.404,0.41,0.403,41142276
2023-09-26,0.403,0.401,0.404,0.399,30290046
2023-09-27,0.401,0.402,0.406,0.4,41790631
2023-09-28,0.401,0.396,0.403,0.395,44020466
2023-10-09,0.398,0.399,0.402,0.396,26217307
2023-10-10,0.404,0.404,0.411,0.403,51321323
2023-10-11,0.412,0.412,0.414,0.41,47531344
2023-10-12,0.418,0.417,0.42,0.416,34258740
2023-10-13,0.407,0.402,0.409,0.4,56711069
2023-10-16,0.401,0.397,0.402,0.395,41188625
2023-10-17,0.4,0.397,0.401,0.395,41408882
2023-10-18,0.394,0.388,0.395,0.387,55480117
2023-10-19,0.382,0.379,0.384,0.378,60382015
2023-10-20,0.376,0.377,0.379,0.375,34607046
2023-10-23,0.374,0.371,0.374,0.369,19727303
2023-10-24,0.373,0.371,0.375,0.367,57615465
2023-10-25,0.383,0.375,0.385,0.374,82840339
2023-10-26,0.373,0.376,0.378,0.371,45499336
2023-10-27,0.377,0.384,0.385,0.376,72052062
2023-10-30,0.38,0.383,0.386,0.38,70669921
2023-10-31,0.383,0.378,0.383,0.377,39816573
2023-11-01,0.38,0.376,0.381,0.374,35416797
2023-11-02,0.38,0.378,0.384,0.377,42199220
2023-11-03,0.382,0.388,0.39,0.38,67945688
2023-11-06,0.396,0.402,0.404,0.395,74430423
2023-11-07,0.398,0.398,0.402,0.396,46083839
2023-11-08,0.397,0.397,0.403,0.395,52663604
2023-11-09,0.398,0.396,0.399,0.394,41093539
2023-11-10,0.391,0.386,0.392,0.385,53739545
2023-11-13,0.388,0.391,0.393,0.386,49055693
2023-11-14,0.395,0.391,0.396,0.389,41617714
2023-11-15,0.4,0.4,0.402,0.397,59199883
2023-11-16,0.405,0.402,0.406,0.398,76772553
2023-11-17,0.394,0.391,0.396,0.388,76466347
2023-11-20,0.392,0.394,0.397,0.39,56288191
2023-11-21,0.399,0.395,0.402,0.394,63378876
2023-11-22,0.393,0.393,0.399,0.392,46199641
2023-11-23,0.395,0.397,0.398,0.394,45866430
2023-11-24,0.397,0.393,0.398,0.392,26881916
2023-11-27,0.395,0.391,0.396,0.388,36301727
2023-11-28,0.391,0.385,0.391,0.382,51639075
2023-11-29,0.383,0.375,0.384,0.373,55234757
2023-11-30,0.374,0.374,0.376,0.37,53629844
2023-12-01,0.374,0.375,0.375,0.37,40444110
2023-12-04,0.374,0.366,0.375,0.365,36129512
2023-12-05,0.364,0.354,0.365,0.352,67493478
2023-12-06,0.355,0.361,0.364,0.354,77371416
2023-12-07,0.358,0.356,0.359,0.354,41288560
2023-12-08,0.358,0.358,0.362,0.355,68762508
2023-12-11,0.354,0.356,0.358,0.35,67250723
2023-12-12,0.356,0.36,0.361,0.355,46262245
2023-12-13,0.358,0.353,0.359,0.353,39693575
2023-12-14,0.358,0.352,0.36,0.351,55545745
2023-12-15,0.356,0.361,0.365,0.355,109156641
2023-12-18,0.358,0.357,0.359,0.355,49211460
2023-12-19,0.355,0.353,0.356,0.351,44293852
2023-12-20,0.357,0.355,0.359,0.355,47882641
2023-12-21,0.351,0.356,0.357,0.35,59663742
2023-12-22,0.359,0.33,0.361,0.329,175811914
2023-12-25,0.334,0.335,0.336,0.331,36882065
2023-12-26,0.335,0.334,0.337,0.333,26991177
2023-12-27,0.338,0.338,0.34,0.336,56435000
2023-12-28,0.338,0.349,0.352,0.337,92963981
2023-12-29,0.349,0.348,0.352,0.346,50730776
2024-01-02,0.353,0.347,0.355,0.347,47195451
